v;528457799;160333000;Abisynia
v;511906566;226295943;Abramowice Kościelne
v;512044396;226197058;Abramowice Prywatne
v;506977856;227006073;Abramów
v;510471912;225338035;Abramów
v;514525620;223255115;Abramów
v;513166666;231499999;Abramówka
v;535133478;235476823;Achrymowce
l;495529561;221340730;Adamcze
v;506586722;214756286;Adamczowice
v;531099699;212440199;Adamczycha
v;510704119;205064287;Adamek
v;502049469;209001355;Adamierz
v;521499999;178000000;Adamierz
v;529953077;191277687;Adamki
v;540007599;171159299;Adamki
v;535130650;177001671;Adamkowo
v;522666667;202166667;Adamowa Góra
v;503770702;198485151;Adamowice
v;519399782;204814776;Adamowice
v;501323989;183332830;Adamowice
v;520723922;206363546;Adamowizna
v;541781599;231376600;Adamowizna
v;528430849;194864740;Adamowo
v;531812100;199230200;Adamowo
v;529140183;212841476;Adamowo
v;521033465;161428642;Adamowo
v;534277530;191639975;Adamowo
v;533872027;173024561;Adamowo
v;525727071;208892977;Adamowo
v;524480688;180484816;Adamowo
v;529491402;192773740;Adamowo
v;536924603;193393599;Adamowo
v;526638899;207017878;Adamowo
v;529137673;201780341;Adamowo
v;522620199;180885299;Adamów
v;510286303;214437674;Adamów
v;520304500;205958700;Adamów
v;514468110;199127204;Adamów
v;522666667;192833332;Adamów
v;521468805;206350586;Adamów
v;523500000;196499999;Adamów
v;519179639;211406436;Adamów
v;508692199;193456000;Adamów
v;513785600;213848400;Adamów
v;509690200;192104800;Adamów
v;505936905;231491642;Adamów
v;521526058;183624600;Adamów
v;511604455;197489106;Adamów
v;519163399;202353099;Adamów
v;514064852;193026614;Adamów
v;517433320;222641869;Adamów
v;513596035;203960043;Adamów
v;511961160;201319850;Adamów
v;529366273;209583002;Adamów
v;520157653;205768722;Adamów-Parcel
v;519228367;210343814;Adamów Drwalewski
v;523663499;207246999;Adamówek
v;519466857;205370525;Adamówek
v;514244585;219328003;Adamówka
v;513966701;219253752;Adamówka
v;502586319;226941188;Adamówka
v;509354279;228049558;Adamówka
v;512206510;226980199;Adampol
v;525167653;215902059;Adampol
v;524952400;214426099;Adelin
v;511372298;221500176;Adelina
v;506581927;237753139;Adelina
v;512833333;198666666;Adelinów
v;511833333;233000000;Adolfin
v;514499068;213906182;Adolfin
v;529695157;170186138;Adolfowo
v;521088400;162153099;Adolfowo
v;519262277;193672870;Adolfów
v;534684081;195279395;Adrianka
v;512233516;200799357;Afryka
v;506103224;220078226;Agatówka
v;508325378;220755671;Agatówka
v;525552704;187655832;Agnieszkowo
v;529271485;195178016;Agnieszkowo
v;517500000;183500000;Agnieszków
v;541499999;227500000;Agrafinówka
v;515166667;181666667;Akacyjki
s;531449858;181324353;Akademickie
l;530124235;185950610;Akademiki
v;496758799;227398099;Aksmanice
v;509274885;203836380;Akwizgran
v;518689603;146316492;Albertinenaue
v;522576836;162030762;Albertowsko
v;510279799;188164499;Albertów
v;520166667;184166667;Albertów
v;512920646;230622420;Albertów
v;516763739;198247366;Albertów
v;517945354;191809657;Albertów
v;512999999;230546900;Albertów Drugi
v;500204260;222245749;Albigowa
v;519718469;198239137;Albinów
v;507162977;227426522;Albinów Duży
v;507132105;227295043;Albinów Mały
v;516122099;182273600;Aleksandria
v;520038764;204253455;Aleksandria
v;507546000;189685799;Aleksandria
v;519435169;193301215;Aleksandria
s;498080554;190087121;Aleksandrowice
v;500816131;197635979;Aleksandrowice
v;540855515;227723760;Aleksandrowo
v;525735499;227943099;Aleksandrowo
v;526740387;188720326;Aleksandrowo
v;526369499;159516799;Aleksandrowo
v;530522222;219008332;Aleksandrowo
v;532166666;181333333;Aleksandrowo
v;528192035;180387480;Aleksandrowo
v;540948349;231592418;Aleksandrowo
v;533824322;222999721;Aleksandrowo
v;531552165;214246753;Aleksandrowo
v;531931799;230673799;Aleksandrowo Nowe
v;512833333;224166667;Aleksandrowska-Stawka
v;504695968;228738667;Aleksandrów
v;522500000;189833333;Aleksandrów
v;505757432;201554773;Aleksandrów
v;520639903;174026506;Aleksandrów
v;524006230;210500404;Aleksandrów
v;523070694;199481894;Aleksandrów
v;514194600;213463400;Aleksandrów
v;523332899;198258200;Aleksandrów
v;519251103;207171359;Aleksandrów
v;523362199;206220500;Aleksandrów
v;509327654;219728214;Aleksandrów
l;521719840;212384270;Aleksandrów
v;511153237;213665194;Aleksandrów
v;521358499;203252719;Aleksandrów
v;518190658;205122925;Aleksandrów
v;523280138;194085743;Aleksandrów
v;507801839;197633778;Aleksandrów
v;520165655;186499924;Aleksandrów
v;517668132;213272170;Aleksandrów
v;519435185;211790710;Aleksandrów
v;510819411;215856612;Aleksandrów Duży
t;528763016;186922476;Aleksandrów Kujawski
t;518197827;193032858;Aleksandrów Łódzki
v;510156599;214696199;Aleksandrów Mały
v;515689779;191888788;Aleksandrówek
v;519642588;220954653;Aleksandrówka
v;514869500;224022000;Aleksandrówka
v;522014700;214190600;Aleksandrówka
v;508190400;195252499;Aleksandrówka
v;514146082;216306696;Aleksandrówka
v;542832045;231167140;Aleksandrówka
v;518500152;207539799;Aleksandrówka
v;525022486;193776884;Aleksandrynów
v;529682299;233602799;Aleksicze
v;517845000;209661000;Alfonsowo
v;513253100;201303400;Alfonsów
v;504666666;217500000;Alfredówka
v;524039124;181419843;Alinowo
v;509901839;235517697;Alojzów
v;512333332;212666666;Alojzów
v;507534473;238248660;Alojzów
v;540924300;171528799;Alpy
v;522666667;202333333;Altanka
l;508669274;148119054;Alte Ziegelei
l;525772237;146297115;Altes Strommeistergehöft
v;537430090;142630265;Altwarp
t;500690072;195410883;Alwernia
l;525682844;146196155;Am Norkgraben
l;527954828;142418013;Am Oderdeich
l;528148375;141594666;Am Polderdamm
l;528223389;141332774;Am Polderdamm
v;542732299;178073399;Amalka
v;501417300;180672700;Amandów
v;520297300;193151900;Ambrożew
v;509360118;211102619;Ambrożów
l;507843567;239605594;Ambuków
v;530645200;212381199;Amelin
v;514305918;223741948;Amelin
v;510595112;195173644;Amelin
v;526284898;177106794;Ameryka
v;536082600;203182299;Ameryka
v;506335790;239116998;Ameryka
v;527314900;222367899;Amolewo
l;528836599;141569237;An der Oder
l;526316692;145304269;An der Oder
v;518999171;191999999;Anastazew
v;525221469;214726309;Anastazew
v;524593599;180372185;Anastazewo
v;514124902;193214441;Anastazów
v;523166666;197666666;Anatolin
v;529244466;234894901;Ancuty
v;510021307;149940303;Andělka
l;491256611;223267865;Andrejov čertež
v;517253921;196383246;Andrespol
v;506679800;216952299;Andruszkowice
t;498552666;193436179;Andrychów
v;535126899;221463399;Andrychy
v;526085100;229963300;Andryjanki
v;539178266;192734175;Andrzejewo
v;528302400;222005400;Andrzejewo
v;542820800;230920099;Andrzejewo
v;531166667;220000000;Andrzejki
v;512938600;190502499;Andrzejów
v;513875999;232168600;Andrzejów
v;516146985;188772669;Andrzejów
v;507640201;224389304;Andrzejów
v;512000000;182333333;Andrzejów
v;511204099;191224799;Andrzejów
v;510810663;236863963;Andrzejów
v;506695009;186295570;Andrzejów
v;512887708;217490616;Andrzejów
v;521991514;202480952;Andrzejów Duranowski
v;514121499;216048900;Andrzejówka
v;506499999;238500000;Andrzejówka
v;505936152;226081032;Andrzejówka
v;493434000;208225900;Andrzejówka
v;523141499;173137700;Andrzejpole
v;525866947;206796198;Andzin
v;540909006;197436955;Anglity
v;536556799;175618599;Angowice
v;522747499;183157099;Anielew
v;533080823;193597861;Anielewo
v;523336952;180878249;Anielewo
v;521000000;178166666;Anielewo
v;514139049;218245688;Anielin
v;523830325;192905017;Anielin
v;515332074;203258781;Anielin
v;524452300;188999200;Anielin
v;517822339;212829626;Anielin
v;523699799;194671300;Anielin
v;514613754;215496158;Anielin
v;535564600;168532699;Anielin
v;526623173;206659277;Anielin
v;516328900;191222299;Anielin
v;509310261;219194819;Anielin
v;518697328;196609578;Anielin
v;518272300;208358500;Anielin
v;519190116;195418030;Anielin Swędowski
v;522257054;216330844;Anielinek
v;535566400;152190399;Anielino
